,FC,LSTM,LSTM-attention,Self-attention
0,0.7602401129943502,0.748146186440678,0.8866525423728814,0.8363347457627118
1,0.7951977401129944,0.8450741525423728,0.9352930790960452,0.8725282485875706
2,0.7997881355932204,0.869968220338983,0.9594809322033898,0.8788841807909604
3,0.8103813559322034,0.8898305084745762,0.972899011299435,0.8793255649717514
4,0.8092337570621468,0.9058968926553672,0.9815501412429378,0.8879766949152542
5,0.8148834745762712,0.9130473163841808,0.9828742937853108,0.8880649717514124
6,0.823534604519774,0.9216984463276836,0.9882591807909604,0.8879766949152542
7,0.8177966101694916,0.9246998587570622,0.9904661016949152,0.8889477401129944
8,0.8181497175141242,0.9312323446327684,0.990819209039548,0.8953036723163842
9,0.8199152542372882,0.9312323446327684,0.9923199152542372,0.896098163841808
10,0.824417372881356,0.9329978813559322,0.9927612994350282,0.8950388418079096
11,0.8291843220338984,0.9349399717514124,0.9927612994350282,0.9000706214689266
12,0.8305084745762712,0.934763418079096,0.9916137005649718,0.899805790960452
13,0.8266242937853108,0.9376765536723164,0.9937323446327684,0.9044844632768362
14,0.8334216101694916,0.9336158192090396,0.9944385593220338,0.90625
15,0.8290960451977402,0.9382944915254238,0.9937323446327684,0.9031603107344632
16,0.8305967514124294,0.9336158192090396,0.9937323446327684,0.9069562146892656
17,0.8343043785310734,0.9340572033898306,0.9948799435028248,0.9067796610169492
18,0.833598163841808,0.9384710451977402,0.9951447740112994,0.9090748587570622
19,0.8332450564971752,0.9394420903954802,0.9950564971751412,0.9066031073446328
20,0.8389830508474576,0.937058615819209,0.994526836158192,0.906691384180791
21,0.8392478813559322,0.9410310734463276,0.9932026836158192,0.9082803672316384
22,0.8424258474576272,0.9427966101694916,0.9913488700564972,0.907662429378531
23,0.8409251412429378,0.9314088983050848,0.993997175141243,0.9115466101694916
24,0.839600988700565,0.939795197740113,0.994968220338983,0.9098693502824858
25,0.8447210451977402,0.940677966101695,0.9948799435028248,0.911723163841808
26,0.8427789548022598,0.938912429378531,0.9951447740112994,0.91357697740113
27,0.84375,0.9395303672316384,0.9953213276836158,0.9119879943502824
28,0.8442796610169492,0.9401483050847458,0.9951447740112994,0.911723163841808
29,0.8435734463276836,0.9351165254237288,0.9960275423728814,0.9164901129943502
30,0.8421610169491526,0.9404131355932204,0.9957627118644068,0.9161370056497176
31,0.8470162429378532,0.9384710451977402,0.9900247175141242,0.9156956214689266
32,0.8404837570621468,0.9359992937853108,0.992143361581921,0.9169314971751412
33,0.839159604519774,0.9447387005649718,0.9942620056497176,0.9166666666666666
34,0.8418079096045198,0.9415607344632768,0.9941737288135594,0.9184322033898306
35,0.8455155367231638,0.9405896892655368,0.9947916666666666,0.9180790960451978
36,0.8518714689265536,0.942531779661017,0.9952330508474576,0.918167372881356
37,0.8511652542372882,0.9355579096045198,0.9952330508474576,0.9217867231638418
38,0.8514300847457628,0.9442973163841808,0.9950564971751412,0.919579802259887
39,0.8484286723163842,0.9395303672316384,0.9948799435028248,0.9203742937853108
40,0.844632768361582,0.941207627118644,0.995409604519774,0.9238170903954802
41,0.8498411016949152,0.9427966101694916,0.9947916666666666,0.923287429378531
42,0.8528425141242938,0.9449152542372882,0.994968220338983,0.9225812146892656
43,0.8465748587570622,0.942973163841808,0.9951447740112994,0.924611581920904
44,0.8489583333333334,0.9413841807909604,0.987552966101695,0.921875
45,0.849752824858757,0.9265536723163842,0.9937323446327684,0.9236405367231638
46,0.8490466101694916,0.9408545197740112,0.993997175141243,0.9233757062146892
47,0.8561087570621468,0.9358227401129944,0.9948799435028248,0.925582627118644
48,0.85107697740113,0.9403248587570622,0.9952330508474576,0.9258474576271186
49,0.8541666666666666,0.9437676553672316,0.9946151129943502,0.9238170903954802
50,0.8455155367231638,0.9414724576271186,0.9957627118644068,0.9243467514124294
51,0.8542549435028248,0.938382768361582,0.9955861581920904,0.9307026836158192
52,0.8562853107344632,0.941207627118644,0.9954978813559322,0.9288488700564972
53,0.853901836158192,0.9420021186440678,0.9953213276836158,0.9285840395480226
54,0.8504590395480226,0.9410310734463276,0.9955861581920904,0.9295550847457628
55,0.8524011299435028,0.942090395480226,0.9936440677966102,0.9281426553672316
56,0.8544314971751412,0.9325564971751412,0.9896716101694916,0.9284957627118644
57,0.8577860169491526,0.9367937853107344,0.9947916666666666,0.9284957627118644
58,0.8513418079096046,0.9397069209039548,0.9951447740112994,0.929731638418079
59,0.8524011299435028,0.942090395480226,0.9948799435028248,0.931055790960452
60,0.8489583333333334,0.9454449152542372,0.9956744350282486,0.9298199152542372
61,0.8559322033898306,0.9418255649717514,0.995409604519774,0.9311440677966102
62,0.8594632768361582,0.940236581920904,0.9952330508474576,0.9336158192090396
63,0.8571680790960452,0.941649011299435,0.9957627118644068,0.9319385593220338
64,0.8541666666666666,0.9316737288135594,0.9954978813559322,0.9336158192090396
65,0.8513418079096046,0.9408545197740112,0.9952330508474576,0.92920197740113
66,0.8491348870056498,0.9403248587570622,0.9890536723163842,0.935204802259887
67,0.856638418079096,0.9403248587570622,0.9947916666666666,0.932026836158192
68,0.8582274011299436,0.9447387005649718,0.995409604519774,0.9313206214689266
69,0.8531956214689266,0.9423552259887006,0.9951447740112994,0.932026836158192
70,0.8548728813559322,0.9398834745762712,0.9951447740112994,0.9352930790960452
71,0.8597281073446328,0.9403248587570622,0.9952330508474576,0.9325564971751412
72,0.85107697740113,0.9403248587570622,0.9950564971751412,0.936087570621469
73,0.8569915254237288,0.937941384180791,0.9951447740112994,0.9353813559322034
74,0.8588453389830508,0.933350988700565,0.9947916666666666,0.9364406779661016
75,0.853901836158192,0.9399717514124294,0.9957627118644068,0.936617231638418
76,0.8569032485875706,0.9357344632768362,0.991260593220339,0.933792372881356
77,0.8583156779661016,0.9397069209039548,0.9924081920903954,0.9351165254237288
78,0.8528425141242938,0.9388241525423728,0.995409604519774,0.9369703389830508
79,0.8532838983050848,0.9396186440677966,0.9950564971751412,0.936617231638418
